PREFIXO: ;D4-104
NOME DO POSTO: ;PIRACICABA
MUNICÍPIO: ;PIRACICABA
CURSO D'ÁGUA: ;PIRACICABA,R
LATITUDE: ;22°43'03"
LONGITUDE: ;47°39'07"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  03/1980;  1,0;  0,0;  0,0;  0,0;  3,8;  0,8;  8,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 37,1;  0,0;  4,3;  0,5; 34,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,2;37,1;91,2
  04/1980;  0,0;  0,0;  0,3; 38,2; 39,6;  5,3;  0,0;  0,0;  0,0;  2,8;  0,8;  0,0;  8,6;  4,9;  9,8;  0,6;  0,0; 23,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;39,6;134,7
  05/1980;  7,0;  5,6;  1,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,6;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;7,0;15,3
  06/1980;  0,0;  0,0;  0,9;  1,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,9;  0,0;  0,0;  2,9; 35,0; 25,0;  0,0;0,0;0,0;---;35,0;69,3
  07/1980;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  08/1980;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,6;  2,8;  0,0;  7,1;  0,0;  0,0;0,0;0,0;0,0;7,1;19,0
  09/1980;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,9;  0,0;  0,0;  0,0;  0,0; 23,7;  4,5;  3,5; 27,7;  6,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,9;0,0;0,0;---;27,7;78,2
  10/1980;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,9; 24,4;  0,0;  0,0; 27,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;27,4;53,7
  11/1980;  0,0;  0,0;  0,0;  0,0;  0,0; 15,7;  6,5; 15,1;  3,7;  9,5;  3,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,4;  0,0;  0,0; 19,6;  0,9;  1,7;  0,0;  0,0;  0,0;22,9;42,3;---;42,3;149,4
  12/1980; 24,1; 27,9; 13,6;  7,8;  2,6; 13,6;  0,0;  7,6;  0,0;  0,0;  0,0; 12,8;  7,4; 27,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,3;  9,1;  1,7;  0,1; 26,1; 26,6;  0,3;  0,0;2,8;29,7;0,0;29,7;251,4
  01/1981;  0,0;  0,0;  2,8; 10,0;  0,2;  5,2;  2,5; 18,6;  3,5;  8,5;  0,0; 26,7;  3,6;  1,7; 88,3; 20,9;  0,0;  0,0;  0,0;  5,9; 35,3; 36,8;  0,6;  0,0;  0,0;  1,8;  0,0;  0,0;0,0;0,0;0,0;88,3;272,9
  02/1981;  0,0;  0,0;  0,3;  0,0; 10,2;  0,3;  0,0;  0,0;  2,5;  0,0;  0,0;  0,0;  0,3;  0,4;  3,4;  0,0;  0,0;  0,0;  0,0;  1,3;  7,9;  0,0;  1,9;  0,0;  0,0;  0,0;  0,2;  0,0;---;---;---;10,2;28,7
  03/1981;  0,0;  0,0;  0,6;  0,0;  0,2;  0,0;  0,3;  3,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,3; 22,1; 11,4;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,3;  0,0;  3,2;3,4;6,7;0,0;22,1;57,4
  04/1981;  0,0;  0,0;  0,0;  7,9;  7,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 44,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 16,0;  0,0;  0,0; 12,2;0,0;0,0;---;44,4;88,3
  05/1981;  0,0;  0,0;  0,0; 38,0;  1,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;38,0;39,9
  06/1981;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 46,7;  1,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,1;  9,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;46,7;70,6
  07/1981;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,3;  0,7;  0,0;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,0;0,0;0,0;0,0;1,3;2,3
  08/1981;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,6;  0,0;  0,0;  1,2;  0,0;  0,0;  0,0;  0,0;  4,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;4,7;6,5
  09/1981;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,2;  1,2;  0,0;0,0;0,0;---;5,2;7,3
  10/1981;  0,0;  0,0;  0,0;  5,8;  0,0; 12,7; 12,3;  4,7;  0,0;  0,0;  3,4;  0,0;  0,6;  0,0;  0,0; 23,1;  0,0;  0,0;  0,0; 69,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 35,3; 28,5;4,3;54,1;5,2;69,0;259,0
  11/1981;  0,9;  0,0;  0,3; 18,9;  6,3;  0,0;  0,0; 20,7; 35,2; 68,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,8;  0,0; 33,4;  2,7;  3,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;68,2;190,7
  12/1981; 47,3; 58,1;  0,0;  0,0; 23,1; 37,9;  3,9; 29,3; 13,1; 31,3;  0,0;  0,0; 23,7;  0,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5; 23,9;  0,0;  0,0;  0,9;0,0;0,0;0,0;58,1;293,8
  01/1982;  0,0; 43,0;  4,5;  0,0;  0,0;  0,0;  0,0; 46,7; 72,3;  6,2; 30,7; 22,5;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,9;  0,0; 19,9;  0,0;  0,0;  0,0;  3,2;  1,6;7,8;2,4;0,0;72,3;261,9
  02/1982;  7,6; 34,4;  5,9;  2,3; 28,3; 13,2; 13,9; 35,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,2;  0,0;  1,0;  6,7;  0,0;  0,0;  0,2;  1,6; 54,3;  0,0;  0,0;  0,0;---;---;---;54,3;208,8
  03/1982;  0,0; 10,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5;  6,0; 21,5;  0,0;  0,0;  0,6; 34,2;  0,2;  1,6;  1,5;  2,1;  0,0;  0,0;  5,3;  8,1;  0,0;  0,0; 25,7;  0,0;  0,0;0,0;0,0;0,7;34,2;118,4
  04/1982;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,2; 40,6;  0,5; 60,9;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;60,9;105,4
  05/1982;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,8;  9,1;  0,0;  0,0;  1,7;  0,0; 12,3;  8,8;  0,0;  0,0;0,0;0,0;16,2;16,2;54,9
  06/1982;  0,0;  0,0;  0,0;  0,0;  0,3;  0,1;  0,0;  0,1;  0,0;  0,0;  0,0; 28,6; 29,6;  0,0;  0,0;  4,5;  1,4;  0,0;  0,0;  0,0;  1,2;  2,6; 22,6;  0,4;  3,7; 47,2;  0,0;  0,0;19,2;1,6;---;47,2;163,1
  07/1982;  8,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,4;  7,2;  0,0;  0,0;  0,0;  0,0; 14,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;14,4;33,9
  08/1982;  0,0;  0,0;  0,0;  0,5;  6,1;  0,0;  0,0;  0,0;  0,0;  1,3;  9,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,8;  0,0;  0,0;  0,0;  0,0; 24,9;  0,0;  0,0;  0,0;  0,0;2,7;0,5;0,0;24,9;53,0
  09/1982;  0,0;  0,0;  0,0;  0,0;  0,0;  1,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,7;  0,0;  0,0;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  6,3;0,0;0,0;---;6,3;9,9
  10/1982;  0,0; 39,2; 16,6;  0,0;  0,0;  7,1; 18,5; 19,8; 25,9;  0,0; 47,3;  0,0; 40,6;  8,3;  0,0;  0,0;  0,0;  7,7;  8,0;  0,0; 13,2;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,4;0,0;9,7;0,0;47,3;262,6
  11/1982;  0,0;  0,0;  0,0;  0,0;  6,6;  4,2;  0,0;  0,0;  0,0;  0,0; 58,6; 20,0;  0,0;  0,3; 17,8;  0,0;  0,0;  0,0;  0,0; 14,6;  0,6;  2,2;  1,3;  0,0;  0,0;  1,5; 60,7; 30,6;14,0;0,0;---;60,7;233,0
  12/1982; 13,3;  0,0; 16,8;  0,0;  0,0;  0,0; 34,3;  2,5;  0,0;  0,0;  1,9;  9,2;  0,9; 25,5; 11,9; 22,3; 35,1;  6,0; 15,2;  7,0;  8,1; 11,5;  3,5;  5,6;  0,0;  0,0;  0,0;  0,2;0,9;7,7;5,9;35,1;245,3
  01/1983;  0,0;  0,0;  0,0;  0,0; 14,9;  1,7;  4,8;  3,5;  4,3;  2,7;  0,0;  0,0;  0,9; 19,2; 22,7;  7,3;  1,9; 14,9;  2,4;  0,0; 23,2;  4,5;  0,0; 12,2;  7,8;  6,2; 12,0;  8,3;0,3;15,4;11,1;23,2;202,2
  02/1983; 18,2;103,2;  5,8;  2,3;  0,0;  0,0;  0,0; 10,6;  1,5; 13,1;  1,7;  0,0;  9,1;  0,0;  0,0;  0,0;  0,0;  0,0;  2,0;  0,0;  0,0;  0,0; 37,2;  0,0;  1,3; 11,4;  0,0; 36,3;---;---;---;103,2;253,7
  03/1983;  4,9; 16,4;101,9;  5,9;  0,0; 47,5;  0,0;  0,8;  0,4;  0,0;  0,0;  0,0; 13,8;  0,0;  0,0;  0,0;  0,0;  0,0; 28,2; 24,3;  0,0;  0,7;  0,0;  0,0;  0,0;  0,0;  4,6; 17,5;5,7;0,0;0,0;101,9;272,6
  04/1983;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5; 58,7;  0,2;  0,0;  0,0;  0,0;  1,0; 10,8;  0,0;  0,0;  0,0;  0,0;  8,5;  0,0;  2,4;  0,0; 25,5;  0,0;  0,3; 43,2; 25,6;  1,6;  0,0;0,0;0,0;---;58,7;178,3
  05/1983;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,4;  0,3;  0,0;  0,0; 46,6;  0,3;  0,0;  0,0;  0,0;  1,7;  0,0; 27,1;  0,3;  0,0; 13,2; 63,7;  0,7;  0,0;  0,0; 11,7;60,0;44,9;73,8;73,8;347,7
  06/1983;  0,6;  7,4; 15,4; 18,0; 13,9; 28,5; 51,6;  0,1;  3,5; 17,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;18,3;0,0;---;51,6;175,4
  07/1983;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,6;  0,3;  3,8; 10,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;10,6;25,3
  08/1983;  0,0;  2,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;2,4;2,4
  09/1983;  0,0;  2,0;  5,8;  0,4;  8,2; 31,8; 18,9; 12,5;  0,7;  0,0;  0,0;  0,0; 10,0;  0,0;  0,0; 13,2;  0,4; 18,2; 49,7;  0,0;  0,0;  0,0;  3,5; 12,9; 23,1;  0,0;  0,0;  0,0;0,0;0,0;---;49,7;211,3
  10/1983;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,4;  0,0;  0,0;  0,0;  0,0;  0,0; 21,1; 29,3;  6,3;  0,0;  0,0;  7,8; 18,6;  0,0;  0,0; 23,0; 15,4;  8,2;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,8;29,3;140,9
  11/1983;  2,6;  0,0;  8,9;  0,0;  9,2;  0,0;  0,0;  0,0;  0,0;  0,0;  2,5;  8,3; 11,5;  0,0;  0,0;  2,3;  0,0;  0,0;  0,0; 48,6;  0,0; 19,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;48,6;113,3
  12/1983;  0,0;  3,5;  0,0;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,5;  6,2; 11,9;  1,3;  6,8; 21,9; 13,7;  1,8; 13,6;  5,6;  7,7;  4,9;  3,4; 16,4; 10,9;  0,0;  0,3; 16,7; 10,8;0,7;14,5;64,3;64,3;237,7
  01/1984;  0,0;  9,9;  9,9;  2,7;  0,9;  0,0;  0,0;  0,0;  0,0;  1,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,6; 13,0;  0,4;  1,3;  0,0; 24,7; 33,2;  0,9;0,5;0,0;49,8;49,8;152,7
  02/1984;  0,0;  2,7;  0,0;  0,0;  0,0; 15,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;  2,0;  0,0;  0,0;  0,0;  8,4;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,3;0,0;---;---;15,9;30,9
  03/1984;  0,0;  0,0;  0,0;  0,0; 14,7;  2,2;  5,3; 17,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,9;  3,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;4,5;4,5;0,0;17,1;54,4
  04/1984;  0,0;  0,0;  3,1;  0,4;  7,8;  0,0;  0,0;  1,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,8;  0,0; 16,1;  0,0;  0,0;  0,0;0,0;0,0;---;16,1;48,8
  05/1984;  0,4;  1,3;  8,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,0; 23,8;  0,0;  0,0;  4,8;  2,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,5;23,8;48,0
  06/1984;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;0,0;0,0
  07/1984;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;7,4;0,0;0,0;7,4;7,4
  08/1984;  0,0;  0,0; 32,1;  7,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,3;  1,5; 20,9; 31,8;  0,0;  3,2;  5,5;  0,0;  0,0;0,0;0,0;0,0;32,1;115,9
  09/1984;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 12,9;  0,0; 23,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,6;  0,0;  0,0;  3,9; 31,6;  0,0;  0,0;  0,0;  0,0;  4,7; 11,8;  3,9;0,0;0,0;---;31,6;92,9
  10/1984;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 37,6;  2,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;37,6;40,2
  11/1984;  0,0;  0,0;  0,0;  0,0;  3,2;  0,3; 48,9;  0,0;  0,0;  1,9;  0,9; 27,6; 47,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 17,2; 22,6;  0,0;  0,0;  0,0;  6,9; 20,3;  2,8;  0,0;0,0;0,0;---;48,9;200,4
  12/1984;  1,9; 26,9;  0,4;  0,0;  0,0;  1,4;  0,2; 11,2;  0,0;  0,0;  0,0;  0,5; 49,5; 38,4;  9,6;  0,0; 26,4;  3,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,3; 11,8;3,3;9,4;19,8;49,5;217,2
  01/1985;  9,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 30,2; 30,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,8;  0,0;  0,0;  0,0;  0,0;  0,0;  9,8;  0,0;  0,0;  0,0;  0,0;  0,2;0,0;0,0;0,0;30,4;89,4
  02/1985; 30,3;  0,0;  0,0;  0,0; 20,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,9;  0,0;  0,0;  2,2;  0,0;  0,0;  0,0;  0,7;  0,0;  0,0;  0,0; 28,9;  7,3;  0,0;  0,0;  2,8; 26,2;  0,0;---;---;---;30,3;119,7
  03/1985;  0,0;  1,6;  0,0; 11,9;  0,0; 11,7;  6,5;  0,0;  0,0;  0,0; 25,2;  0,0;  0,0;  0,0;  0,0; 22,1;  3,9; 56,4;  0,0;  0,0;  8,6;  2,6;  4,7;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,5;---;---;---
  04/1985;  0,0;  0,0;  0,0;  0,0;---;  9,2;---;  0,0; 34,2;  0,0;  0,0;  0,0;  0,0;---;  0,0; 24,0; 25,5; 11,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,8;  0,0;7,8;0,0;---;---;---
  05/1985;  7,9;  3,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,2; 36,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;36,5;58,0
  06/1985;  0,0;  0,0;  0,0; 17,8;  0,0;  0,0;  0,0;  0,0;  0,0;  2,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;17,8;20,0
  07/1985;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;1,8;1,8
  08/1985;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  1,6;0,0;0,0;0,9;1,6;3,1
  09/1985;  9,2;  8,3;  0,0; 29,2; 17,9; 28,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;29,2;95,4
  10/1985;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;4,4;0,3;4,7;5,9;15,3
  11/1985;  0,0;  1,3;  9,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,5;  0,0;  0,2; 13,4; 23,7; 25,7;  5,3;  0,0;0,0;0,0;---;25,7;81,3
  12/1985;  0,0;  0,0;  0,6; 10,1;  4,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,6;  6,8;  0,0;  0,0;  0,0;  0,0; 15,8;  0,7;  0,0;  0,0;  0,0; 40,9;  4,7;  0,0;0,0;0,0;0,0;40,9;86,1
  01/1986;  0,0;  0,0;  0,0;  0,0;  3,2; 11,3;  0,0;  0,0;  1,0;  2,6;  4,0; 32,0; 15,1;  0,0;  0,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  0,7; 16,2;  0,0; 21,8; 13,2;  0,0;0,0;0,9;0,0;32,0;123,9
  02/1986;  0,0;  0,0;  9,4;  0,8;  0,0;  0,0;  0,7;  0,6;  0,1; 14,6;  0,0;  9,5;  1,3;  0,0;  3,9; 11,2;  3,6;  7,5;  3,4; 29,0; 29,0;  4,4;  0,0;  0,0;  1,6; 14,3;  1,0;  0,3;---;---;---;29,0;146,2
  03/1986;  0,0; 52,2;  0,0;  1,3; 14,0; 15,9;  7,2;  8,7;  0,0; 36,1;  0,3;  0,0;  0,5;  0,0;  0,0;  0,0; 15,6;  0,0;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 62,3;  0,0;0,0;48,3;0,3;62,3;262,9
  04/1986;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 28,3;  9,5;  0,0;  0,0;  0,0;  0,0;  0,0;  9,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;28,3;47,6
  05/1986;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,1;  1,2;  0,2;  8,9;  0,0; 13,3;  1,6;  0,0;  0,0;  0,1;  8,6; 44,4;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,5;  0,0;0,0;2,4;0,0;44,4;93,5
  06/1986;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;0,0;0,0
  07/1986;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,2;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;1,8;6,2;8,0
  08/1986;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  6,3; 15,6;  0,5;  8,1;  5,1;  0,0;  0,0;  0,0;  9,2; 30,4; 50,7;  0,4;  6,7;  0,0;  0,0;  0,0;0,0;0,0;0,0;50,7;133,2
  09/1986;  0,0;  0,0;  0,0;  0,0;  0,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,1;  3,1;  0,0;  0,0;30,9;0,0;---;30,9;39,0
  10/1986;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,7;  4,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,9;  4,9; 28,7;  1,3;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;28,7;51,2
  11/1986;  0,0;  0,0; 11,4; 18,8;  0,0; 19,8;  4,6;  0,0;  0,0;  1,0; 20,4; 11,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,5;  0,4;  5,0;10,8;33,3;---;33,3;142,3
  12/1986; 11,6; 22,2; 23,3; 37,5;  5,2;  0,0;  2,3; 27,0; 13,9;  6,7;  0,0;  0,0;  0,0;  1,2; 14,9;  9,3; 26,0; 10,0; 14,1;  0,0;  0,0;  4,3; 42,2;  9,5;  7,7;  5,3;  0,0;  0,3;2,5;0,0;0,9;42,2;297,9
  01/1987;  6,2; 12,8;  6,2; 40,8;174,6;  1,3;  0,0;  0,0;  0,0;  0,0;  0,0;  8,1; 32,0;  0,0;  0,0;  1,0;  1,2; 19,3;  0,0;  0,0;  0,0;  0,0;  0,2;  8,6; 13,0;  1,8;  4,4; 11,4;15,6;3,3;42,6;174,6;404,4
