PREFIXO: ;D4-104
NOME DO POSTO: ;PIRACICABA
MUNICÍPIO: ;PIRACICABA
CURSO D'ÁGUA: ;PIRACICABA,R
LATITUDE: ;22°43'03"
LONGITUDE: ;47°39'07"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  01/1994;  0,0;  0,0;  0,0;  3,6;  0,0;  0,0;  0,0;  0,9; 11,6; 31,6;  0,0;  0,0;  0,0;  3,5;  0,0;  0,0;  0,0;  0,0;  4,4;  2,3;  0,1;  0,0; 15,3;  0,0;  0,0;  5,0; 15,3; 20,8;14,4;0,0;0,0;31,6;128,8
  02/1994;  0,0;  0,0;  0,0;  0,0;  0,0; 23,7;  3,0; 13,1;  0,0; 21,6;  0,4;  3,6;  7,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,9;  9,9;  0,0;  2,4;  0,0;  0,0;  0,0; 13,0;  3,7;---;---;---;23,7;111,3
  03/1994;  5,7; 15,8;  0,5;  0,0;  0,0;  0,0;  0,0;  2,2;  0,0;  0,0;  0,2; 30,9;  0,0;  0,0;  0,0;  0,0;  0,0;  8,7;  0,0; 45,5;  0,9;  4,5;  0,0;  0,0;  0,8; 13,5;  0,0;  0,0;0,0;0,0;0,0;45,5;129,2
  04/1994; 17,5;  0,7;  0,0;  0,0;  0,0;  0,0;  3,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,5;  1,4;  0,0;  0,0;  0,3;  3,4;  0,0;  0,0; 40,2;  7,7;  0,0;  0,5;  0,0;  3,3;  0,0;0,0;0,0;---;40,2;82,1
  05/1994;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,9;  0,0;  0,0;  7,5;  6,6; 12,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5;  0,5;  0,0;  0,0;  3,7; 10,7;0,0;0,0;0,0;12,8;44,2
  06/1994;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,7; 11,3;  0,0;  6,8;  6,4;  0,0;  0,0;0,0;0,0;---;11,3;30,4
  07/1994;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,7;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 19,6;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;19,6;21,6
  08/1994;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  09/1994;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;0,1;0,1
  10/1994;  1,4;  6,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1;  0,0;  0,0;  0,0; 25,7;  0,0;  0,0;  3,2;  2,6;  1,4;  0,0;  6,5;  0,0; 33,3; 16,0;20,3;0,0;0,8;33,3;118,2
  11/1994;  0,9;  4,9;  0,0;  0,0; 32,6; 10,8;  0,4;  0,0;  0,0;  4,6;  0,0;  0,0; 27,0; 25,2;  9,8; 11,9;  0,0;  0,8; 22,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,1;13,0;18,2;---;32,6;196,0
  12/1994;  0,0;  0,0;  0,0;  0,0;  0,0; 29,2;  1,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0; 36,4; 14,6;  0,0;  0,0; 57,1; 45,3;  0,0;  0,0;  0,0;  4,5;  1,3;4,5;0,0;3,4;57,1;198,6
  01/1995; 17,0; 20,4; 12,0; 12,2; 13,8;  0,0;  0,0;  2,3; 29,9;  0,0;  0,0; 13,5;  0,0;  0,0;  0,6;  0,0;  0,0;  0,3;  0,2;  0,4;  0,0;  2,9; 18,2;  0,0;  0,0;  0,0;  0,0; 30,9;30,8;0,0;17,7;30,9;223,1
  02/1995;  0,2;  0,0; 43,5; 40,8; 49,6; 26,2; 47,8;  4,4; 46,9;  4,6;  0,0;  0,5; 17,9;  6,9;  6,1;  0,0; 21,2; 10,6;  7,2; 21,5; 31,1;  0,0;  0,0;  0,0;  0,0;  0,0;  4,7;  0,0;---;---;---;49,6;391,7
  03/1995;  0,0;  0,0;  0,0;  0,0; 28,8;  5,3;  0,0;  0,0;  0,8;  4,3;  0,0;  0,0;  0,0; 13,4;  0,0;  0,0;  0,0;  0,0;  0,0; 18,0;  0,0;  0,0;  0,0; 16,3; 16,7;  0,0;  0,8;  0,0;0,0;47,8;20,8;47,8;173,0
  04/1995; 53,3; 21,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,7;  0,7;  5,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4; 50,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;53,3;140,7
  05/1995;  0,0;  0,0;  0,0;  0,0;  0,0;  5,3;  7,8;  0,2;  0,0;  0,7; 19,2;  0,0;  0,0;  0,0;  0,0;  0,0; 14,1;  2,7;  0,0;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;19,2;50,2
  06/1995;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,0;  4,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4; 12,9;  0,0;  0,0;0,0;0,0;---;12,9;21,2
  07/1995;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5;  5,0; 45,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;45,8;60,4
  08/1995;  0,0;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,3;0,3
  09/1995;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,2; 15,0;  2,9;  0,0;  0,0;  0,0;  2,4;  9,4;  0,0; 11,1;  0,8;0,4;0,0;---;15,0;43,2
  10/1995;  0,0;  0,0;  0,0;  0,0;  0,0;  6,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 38,9;  0,4;  9,0; 19,1; 13,6;  0,0; 32,5; 18,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;21,0;0,0;38,9;159,8
  11/1995;  0,0;  0,0;  0,0;  9,0;  0,0;  0,0;  0,0;  0,0;  3,4;  0,0;  4,7; 40,7;  4,5;  0,0; 15,2;  0,0;  0,0;  0,0; 15,1;  0,0;  0,0;  0,0;  0,0;  0,0; 16,6;  0,0;  0,0;  0,0;0,0;0,0;---;40,7;109,2
  12/1995;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,7; 32,2; 21,0;  0,0;  0,0;  0,0;  3,9; 10,5;  0,0;  0,0;  4,9;  0,0;  0,0; 18,5; 29,5; 14,2; 14,8;0,0;3,1;0,0;32,2;158,3
  01/1996;  0,0;  0,9;105,6; 53,1;  1,5; 10,0; 13,0;  5,5; 28,9;  0,1;  3,7;  6,1; 12,6;  0,0;  0,0;  0,0; 13,3;  0,0; 23,4;  0,8;  9,3;  0,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;105,6;288,6
  02/1996;  0,0;  0,0;  0,0; 47,0;  1,7;  0,0;  4,5; 14,3;  1,7;  1,4; 13,3; 14,5;  0,0;  0,0;  0,0;  0,0;  0,0;  4,7;  3,3;  4,3;  1,0;  0,0;  0,0;  0,0;  2,9; 15,1; 27,4; 22,9;27,9;---;---;47,0;207,9
  03/1996; 56,9;  0,0;  0,0;  2,0; 12,3;  0,0; 16,5; 26,5; 12,0;  2,8;  0,0;  0,1;  1,4;  0,0;  9,0;  2,5; 20,0;  0,7;  0,5;  2,7;  0,0;  0,0;  0,0;  4,8;  0,0;  0,0;  0,0;  6,1;0,0;8,1;0,0;56,9;184,9
  04/1996;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  9,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;9,9;10,6
  05/1996;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,6;  2,4;  0,0;  0,0;  0,0;  0,0; 32,3;  1,7;  0,2;  1,4;  0,0;  0,0;  2,3;  0,5;  0,3;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;32,3;44,7
  06/1996;  0,0;  0,0;  0,0;  0,0;  0,0;  2,4;  3,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,7;6,8;0,0;---;10,7;23,2
  07/1996;  0,0;  0,0;  0,0;  1,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5;  0,0;0,0;0,0;0,0;1,5;2,0
  08/1996;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,5; 13,0;  0,3;  0,0;  0,0;  8,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;13,0;31,7
  09/1996;  0,0;  6,1;  1,2; 29,3;  1,9;  6,6;  0,0;  0,0; 20,0; 15,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,1;  0,8;  0,0;  0,0;0,0;0,0;---;29,3;88,7
  10/1996;  0,0;  0,0; 25,6; 24,4;  0,0;  2,2;  0,0;  0,0;  0,0;  0,0; 37,6;  0,0; 43,7; 33,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 22,1;  1,3;  8,5;0,0;0,0;0,0;43,7;198,4
  11/1996;  9,3; 11,6; 51,1;  2,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,1;  7,9; 22,1;  5,1; 23,5;  0,0; 25,9; 38,3;  0,0;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;51,1;201,4
  12/1996;  0,0; 17,9;  0,5;  1,1;  0,0;  1,7;  1,0; 20,8;  0,0;  0,0; 19,2;  0,0;  3,9;  2,3;  0,0;  0,0; 24,3; 18,4;  0,0;  2,0;  0,7; 16,4; 52,4;  0,8;  0,0;  0,0;  0,0; 11,7;10,9;24,3;0,0;52,4;230,3
  01/1997;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,3; 26,1;  8,1; 18,3;  7,9;  6,2;  1,0;  0,0;  0,0;  0,4;  9,0;  0,0; 25,5; 13,8;  0,3; 16,1; 12,2; 46,4;  1,1; 22,3; 58,4;37,8;0,0;18,2;58,4;334,4
  02/1997; 41,7;  0,0; 15,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,6;  0,0;  0,7; 14,0;  4,3;  8,8; 28,8; 18,6;  0,0;  0,0;  3,3;  0,0;  0,0;  2,4;  0,0;  0,0;  0,0;  0,0;---;---;---;41,7;144,8
  03/1997;  0,0;  0,0;  0,0;  2,9;  1,9;  5,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 19,7;  0,0;  3,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,2;19,7;33,9
  04/1997; 17,5;  0,2;  1,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 16,5;  0,0;  0,0;  2,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;17,5;38,5
  05/1997;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,3;  0,0; 39,1;  0,0;  0,0;  0,0;3,4;0,0;0,0;39,1;48,8
  06/1997;  0,0;  0,0;  0,0;  2,8; 41,5; 27,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,0;  0,0;  0,0; 14,9; 12,6;  0,0;  0,0;  0,0;  0,4;  8,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;41,5;125,6
  07/1997;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 19,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;19,5;19,5
  08/1997;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,8;  0,3;  0,0;  0,0;  0,0;0,0;0,0;0,0;9,8;10,5
  09/1997;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,3; 22,2;  1,9;  0,0;  0,0;  0,0;  0,0; 25,3;  0,2;  0,0;  0,0;  0,8; 15,3;  0,0;  0,0;0,0;19,3;---;25,3;98,3
  10/1997;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,7;  2,9;  0,0;  0,6;  0,2; 18,5;  0,0;  0,0;  0,0;  0,0;  6,2;  5,5;  0,0;0,0;0,0;0,0;18,5;47,1
  11/1997;  0,0; 14,4;  0,0;  3,3;  0,0;  0,0;  3,9;  0,0;  0,0;  0,0;  0,0;  3,3;  0,0;  2,3; 11,1;  5,7; 26,5; 19,9; 20,4;  0,0;  0,0;  6,2;  2,7; 24,4; 31,0;  0,3; 24,6; 41,6;0,5;0,0;---;41,6;242,1
  12/1997;  0,0;  4,2; 10,9; 15,8;  8,0;  0,0;  0,0; 15,7;  0,0;  0,0;  0,0;  0,0;  0,0;  4,0; 15,2;  0,5;  0,0;  0,0;  0,0;  8,4;  0,0; 11,1;  0,0;  0,0; 93,2;  1,3;  0,0;  0,0;1,5;0,0;10,9;93,2;200,7
  01/1998;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,5;  7,3;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0; 20,3;  3,7; 57,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,0; 37,9;  0,0;  0,0;3,2;0,0;0,0;57,8;147,2
  02/1998;  0,0;  6,8;  0,0;  0,0; 67,9; 33,5;  0,0;  0,0;  0,0;  0,0; 26,8; 26,9;  3,9; 47,3; 12,3;151,0;  6,3;  0,0;  0,0;  0,0;  8,2;  0,0;  0,0;  0,0; 50,7; 40,7;  3,0;  0,0;---;---;---;151,0;485,3
  03/1998;  2,3;  1,0;  8,5;  7,5;  4,3;  0,0;  0,0;  0,0;  0,6;  1,2;  0,0; 32,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,1;  0,0; 43,5; 13,6;  0,0;  0,0;  2,3;  0,0;  0,0;34,0;21,8;0,0;43,5;180,4
  04/1998;  6,7;  1,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5; 26,6;  3,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,3;  5,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5;  0,1;8,0;3,8;---;26,6;64,8
  05/1998;  0,0;  0,0;  0,0; 20,3; 24,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,5;  2,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 14,0; 10,2;0,0;33,0;0,0;33,0;106,7
  06/1998;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,2; 11,9;  0,0;  0,0;  0,0;  0,0;  7,7;  0,0;  0,0;  0,0;0,0;0,0;---;11,9;22,8
  07/1998;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;8,3;15,6
  08/1998;  0,0;  0,0;  4,9;  0,0;  2,7;  3,5;  0,0;  0,0;  0,0;  2,4;  0,0;  0,0;  0,0;  2,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;4,9;15,8
  09/1998;  0,0;  0,0;  0,0;  0,0;  2,5;  3,3;  0,3;  2,4; 23,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 23,7;  0,0;  2,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,5;1,9;0,2;---;23,7;67,0
  10/1998;  0,9;  0,0;  0,0;  8,3;  0,2; 19,7;  0,0; 26,7; 65,3;  1,4;  0,0; 10,1;  0,0;  0,0;  0,0;  0,0; 28,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,8; 12,7;  2,0;0,0;0,0;2,4;65,3;182,6
  11/1998;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,5;  0,0;  0,0;  9,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,2;  0,4;0,0;0,0;---;9,0;19,1
  12/1998;  0,0;  0,0;  0,0;  0,0; 18,1; 42,9;  0,0;  0,0;  0,0; 26,0; 32,2; 30,5;  0,0;  0,0; 15,4; 27,2;  0,2;  0,0;  0,0;  0,0;  0,0;  2,4; 22,6; 28,3;  4,1;  1,7;  0,0; 24,2;13,5;0,0;0,0;42,9;289,3
  01/1999;  0,0;  0,0;  8,5; 34,0;  0,0; 63,6; 28,2; 31,5; 18,7;  0,0;  0,0;  0,3;  5,9;  4,1; 23,7; 11,1;  4,7;  0,0;  0,6;  0,0;  0,0;  0,0; 12,1;  0,0;  0,0;  0,0; 71,3;  0,0;0,0;0,0;30,3;71,3;348,6
  02/1999; 17,0; 10,9; 21,2;  0,0;  3,3;  0,6;  0,0;  1,1;  0,0;  9,8;  3,2; 11,3;  0,0;  7,0; 35,7;  0,0;  0,0;  6,5;  0,0;  0,0;  5,0;  2,5;  1,3;  0,0; 18,8;  7,0;  0,0;  0,0;---;---;---;35,7;162,2
  03/1999; 24,5;  3,7;  0,0;  0,0;  0,0;  0,0;  0,0;  9,0;  0,0;  0,0; 41,9;147,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,5;  0,0;  0,0;  0,0; 20,3;0,0;9,4;0,0;147,5;266,8
  04/1999;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 34,5; 21,2; 28,9;  8,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;34,5;93,5
  05/1999;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 40,3;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;7,3;0,0;40,3;48,6
  06/1999;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,5;  0,0;  0,0;  0,0;  0,0;  0,0;  2,7;  0,0; 14,4;  0,0;  0,0;  0,0;  0,0; 16,5; 27,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;27,0;64,1
  07/1999;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;10,6;10,6
  08/1999;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  09/1999;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 22,0; 16,6;  0,0; 13,3;  2,9;  0,0; 14,4;  4,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;22,0;73,2
  10/1999;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,3;  3,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;8,3;18,2
  11/1999;  0,0;  0,0;  0,0;  0,0;  1,9;  2,6;  0,0;  0,0;  0,0;  0,1;  0,0;  2,2;  5,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,4;  0,0;  0,0;  1,4;  0,0;  2,0;  5,1;  0,0;0,0;0,0;---;5,1;22,8
  12/1999;  0,0;  0,0;  0,0; 12,0;  6,7;  0,0;  7,4; 20,7; 30,5;  0,0; 10,3;  0,0;  1,3; 51,0;  1,1;  0,0;  0,0;  0,0;  0,0;  3,8;  0,0;  0,0; 26,7;  0,0;  2,8;  0,0;  0,0; 31,3;0,0;0,0;5,5;51,0;211,1
  01/2000;  1,3;  7,3; 30,3;  1,9;  3,6;  0,5;  3,3; 85,3;  0,0;  0,0;  0,0;  8,6;  2,2;  7,2;  0,0;  4,5;  0,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,7; 18,5;  0,0;0,0;0,0;0,0;85,3;177,1
  02/2000; 12,2;  8,3;  0,0;  0,0;  5,1;  0,0;  0,0;  0,0;  0,0;  1,6; 20,8; 17,2; 16,3; 21,8;  0,0;  0,0;  1,6;  1,9;  0,0;  0,0;  0,0;  0,0;  4,0;  9,2;  0,0;  0,0;  0,0;  1,4;23,2;---;---;23,2;144,6
  03/2000;  3,4; 12,1;  0,0;  0,0;  0,0;  0,0;  0,0; 22,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,7;  0,6;  0,0;  0,0;  0,0; 18,5; 14,1;  0,3;  6,6;  0,0;  6,5;  9,2;29,0;0,0;21,2;29,0;151,9
  04/2000;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;1,9;1,9
  05/2000;  0,0;  0,0;  9,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;9,9;9,9
  06/2000;  2,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;2,5;2,7
  07/2000;  2,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 32,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 15,6; 11,5;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;32,8;62,0
  08/2000;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,1;  0,0;  0,0;  0,0;  0,0;  9,8;  0,0; 10,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 38,9;19,7;0,0;0,0;38,9;81,1
  09/2000;  0,0; 34,1;  7,1;  0,0;  0,0; 14,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,9;  0,4;  7,0; 23,0;  1,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,8;  0,0;  0,0;  0,0;0,0;0,0;---;34,1;98,8
  10/2000;  0,0;  0,0;  0,0;  0,0;  5,4;  0,5;  0,0;  0,0;  0,0;  4,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,0;  3,1;  0,0;  0,0; 58,7;  0,0;  4,3; 30,6;  0,0;0,0;0,0;0,0;58,7;113,1
  11/2000;  0,0;  0,0;  0,0;  0,7;  0,0;  0,0;  0,0; 22,8;  0,0;  0,0; 15,0;  0,7; 12,0;  2,2; 19,7;  0,0;  0,0; 25,2; 33,5;  0,0;  0,0; 26,7;  0,0;  0,0; 19,7; 24,9;  0,0;  0,0;0,0;36,5;---;36,5;239,6
